clonal wt1	clonal wt2	clonal wt3	subclonal wt1	subclonal wt2	subclonal wt3	clonal subclonal1	clonal subclonal2	clonal subclonal3	clonal wt1	clonal wt2	clonal wt3	subclonal wt1	subclonal wt2	subclonal wt3	clonal subclonal1	clonal subclonal2	clonal subclonal3	clonal wt1	clonal wt2	clonal wt3	subclonal wt1	subclonal wt2	subclonal wt3	clonal subclonal1	clonal subclonal2	clonal subclonal3
Del_8p23.2	0.139816410576569	0.142876847650153	0.234696429889474	0.97475552776199	0.972985985706718	0.912372080145123	0.311028286608817	0.315367723809053	0.247085339850865	0.244665910055831	0.248007348961665	0.24570722585252	0.802129616279283	0.800170415965004	0.758559550845077	0.390699971462429	0.393766693176713	0.299920170246603	0.0860544262594802	0.0881921821559107	0.243900341300317	0.943583311860476	0.944954974211825	0.886448506067069	0.204749768610228	0.209922109251138	0.156190917880092
Amp_8q24.21	NA	NA	NA	0.454663084338738	0.455653724527444	0.438110029034288	NA	NA	NA	NA	NA	NA	0.525176615951488	0.524786696911989	0.398147933054113	NA	NA	NA	NA	NA	NA	0.765103049006291	0.765717829528219	0.753306216752726	NA	NA	NA
Del_8q24.3	0.152998084753843	0.157247362318326	0.515090650528771	0.620254498398366	0.621889250499137	0.894574360963758	0.550811665152791	0.552751012555255	0.731144162760468	0.246841669396403	0.250311260212233	0.477961346266024	0.751862242650174	0.75315398838264	0.98442613942919	0.713077144410729	0.713591429811475	0.885529926979566	0.306734065200554	0.308581210514772	0.725429728681926	0.576315972423646	0.575537047227994	0.826665497069646	0.533785461919366	0.535563983332547	0.796816620326089
Del_9p21.3	0.0898951385428916	0.0908585063568653	0.914416314934062	0.085385131540144	0.0867477599488158	0.513792321526116	0.518614321212263	0.523035411716857	0.481422893728164	0.0399991658620868	0.0408632979975198	0.519231985512549	0.0893017066249105	0.0913756606380111	0.498024103281544	0.628264937061216	0.634314071963546	0.672286875514474	0.194026672295014	0.193300354375364	0.582668642697346	0.990383726341624	0.990509926260846	0.712280674909497	0.227126077603994	0.228354355642724	0.251941916237957
Amp_9q34.3	0.870445245812238	0.868535120621806	0.901625051918451	0.977854184506127	0.980308334876828	0.789667704797505	0.896915693624996	0.895806391213167	0.418257233107238	0.922312953500325	0.921105967851598	0.800946159758999	0.821677659645901	0.824564258396695	0.944391219526758	0.753496681044212	0.758558002440775	0.469734653041858	0.273607163925663	0.275448679583213	0.396149104862276	0.11808094199542	0.121453093749412	0.0427032856229907	0.105159085937529	0.112541813390543	0.127542291448055
Amp_10p15.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Del_10p15.3	0.00616518862918747	0.00688170535176317	0.864580780776905	0.0135979381711543	0.0151278190191581	0.536343956294767	0.715211710392552	0.717204971513949	0.925115993345049	0.054069781090723	0.055634223100863	0.551590821298322	0.0852283903975203	0.0880301688511767	0.816800339114526	0.856447112752061	0.859191865871178	0.663697057919382	0.0295620573494609	0.0308016778598141	0.466644890901716	0.0492017943689214	0.0510864470372397	0.374483576633777	0.578748274701579	0.579965364566739	0.505739277127095
Del_10p13	0.0160897931821131	0.0170445981148907	0.680140290177121	0.0199362333610569	0.0215521178861722	0.763215169369509	0.523986844815966	0.525647527058138	0.841247402717512	0.0576880147116925	0.0591311516620484	0.375233229721411	0.0474422424485808	0.0498768444241671	0.93382158270693	0.456586938982445	0.458466284633414	0.854484873051721	0.0306833590902961	0.0318608038765528	0.516270641136807	0.0752275466657131	0.0769514717812518	0.409393971995363	0.716721968976679	0.717401593641056	0.626572160910784
Del_10q23.31	0.00155709896177092	0.00215375017649728	0.732438185781827	0.00309064435980022	0.00421002099449196	0.353075171181041	0.335856245296644	0.33746673137574	0.536991466540517	0.00209897796142	0.0029448693436539	0.706618646902971	0.00447592403617181	0.00610166661219105	0.337802794717405	0.456752183014331	0.459142677712504	0.843567310363194	0.0818005671752045	0.0837969316206408	0.934614424151687	0.0264623057442286	0.028872270305071	0.472627130472698	0.515442925994534	0.517224186599765	0.462332399184336
Del_10q26.3	0.0099840202465955	0.0112602463049333	0.987335027496241	0.00408144274931632	0.00506760910414183	0.2279456533527	0.252170220232248	0.254680633118839	0.0743676117662407	0.0309425160108805	0.0332036782887449	0.577994559882917	0.0128263124209067	0.0148397322287814	0.561922537626142	0.130552194993511	0.132842490541324	0.0620575277189126	0.0968590127146806	0.098444188254564	0.980182564377977	0.142946534179875	0.144411116181454	0.461234945349599	0.701988506367434	0.702784020945753	0.38863836978102
Del_11p15.5	0.780428941189231	0.780118780832773	0.506108022515566	0.117870552375518	0.120239248815973	0.025347232046895	0.345774219871552	0.348203229603624	0.141330629809315	0.447200608873662	0.449926969966476	0.351845647844933	0.119490567925961	0.122223903927768	0.025965916405257	0.183007235133066	0.190635982253151	0.232211525463533	0.0738943583379089	0.0800942186347726	0.149323001721455	0.90072419570748	0.899253085332409	0.924333096748721	0.140591978247633	0.146825262615696	0.177150219792354
Del_11p15.1	0.28996257463425	0.294787348175946	0.346407188526586	0.0175910108168659	0.0190913700282023	0.00355789850482759	0.0370704893282595	0.0434784550080343	0.214399225484479	NA	NA	NA	0.0175808643210298	0.0192718445753829	0.00261730137493584	NA	NA	NA	0.00847639251891319	0.0136035266693905	0.0712537940424383	0.744906329307016	0.746209965722956	0.944575336327035	0.00948413029474349	0.0151848318020539	0.068101202963567
Amp_11p13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Del_11p11.2	0.311475011197476	0.313981660105208	0.15181487410469	0.156102348859492	0.158500419662916	0.214132570613673	0.102918654624089	0.108834311946926	0.160768826078781	0.267260678455311	0.271954968409735	0.174752193968071	0.222864058655696	0.225641876655899	0.230984494372406	0.097437346972038	0.106549492888407	0.148648811519985	0.0534727302535203	0.057561986633514	0.0938605197482465	0.667179566732669	0.665880016073117	0.482706781463134	0.194513453606876	0.200025334805275	0.183799254869392
Amp_11q24.1	0.966083941749842	0.96702588330421	0.653779259504656	NA	NA	NA	NA	NA	NA	0.783901134371186	0.785290024447199	0.512892081364358	NA	NA	NA	NA	NA	NA	0.466439048039989	0.465384260775384	0.47089309551049	NA	NA	NA	NA	NA	NA
Amp_12p13.32	0.353452243584263	0.355073349687236	0.301821876549118	0.141302337643615	0.145621800559868	0.123809108369408	0.670610113247035	0.670944789677125	0.939304486928002	0.222294638705929	0.225166102130387	0.172322589196704	0.159182914757383	0.164166967157826	0.129267009666521	0.855682830705273	0.855712773283162	0.736178874641772	0.428991311718793	0.430309487416358	0.39424761049956	0.534095510695206	0.538182993401668	0.708089839478631	0.823894186883737	0.822307088207698	0.770365998102383
Del_12p13.1	0.628794011361926	0.630787796944517	0.840641041660754	NA	NA	NA	NA	NA	NA	0.516870280134973	0.519290154321075	0.729448843552129	NA	NA	NA	NA	NA	NA	0.13538675824132	0.139024418134126	0.171839917610353	NA	NA	NA	NA	NA	NA
Del_12q12	0.938267948778198	0.939852475085483	0.9931632807287	NA	NA	NA	NA	NA	NA	0.93708848258887	0.935992613778819	0.980830685578709	NA	NA	NA	NA	NA	NA	0.613132451455662	0.611329407854011	0.637815638033727	NA	NA	NA	NA	NA	NA
Amp_12q14.1	0.139784567057092	0.142232181177179	0.10812408329428	0.0485657824793523	0.0517965408570484	0.00834808418048954	0.517743308540569	0.518475170675203	0.920993897521461	0.10361654008343	0.106276308416527	0.0910119365802418	0.0620294486308309	0.0660380580926848	0.0119768148022774	0.642528053814416	0.642852536188878	0.875035542970921	0.902878583897055	0.905607425702768	0.994671775791796	0.0607904135744952	0.0643884104922196	0.00738879837804195	0.0793013030398313	0.0827657931422304	0.0557920216351765
Del_12q15	0.850287472086239	0.849870028933502	0.796800584775341	NA	NA	NA	NA	NA	NA	0.841154799271375	0.842999036788638	0.63494258075731	NA	NA	NA	NA	NA	NA	0.760444515653644	0.75907106258591	0.579651683792822	NA	NA	NA	NA	NA	NA
Amp_12q15	0.542284653297391	0.542771780960043	0.726171993166929	0.585033765071557	0.584425062448583	0.422719241529927	0.95254290874457	0.952544191451957	0.45037920893882	0.286847072781856	0.288822941886453	0.300274779266596	0.704856967393897	0.704840025663059	0.551000891882034	0.613503994144334	0.614264278819957	0.176367457352069	0.530311812834471	0.531395371539641	0.663294931516251	0.615262263592373	0.618081275451112	0.461941272674614	0.816986754580695	0.817059403322965	0.918860088779574
Del_13q14.2	0.116706691883223	0.117050110430516	0.290113704743845	0.395721171874281	0.398113736108912	0.550525456450455	0.967444667745346	0.96647345214478	0.999570435821259	0.327781964354722	0.327377219501542	0.619861883968406	0.293423125175913	0.296957539634816	0.535665813359824	0.657126402754405	0.658484020035828	0.849160425716658	0.23289300047887	0.232530200658462	0.254040644895727	0.817385888485825	0.816691821199252	0.877519381979124	0.579027301844539	0.579057848822259	0.457228079524364
Del_13q22.1	0.47454436891863	0.473021170514669	0.846809183069927	0.448921872440699	0.450322127978544	0.648388475648314	0.66628988410628	0.667902188329386	0.660787602130411	0.852553411685091	0.850271984230115	0.784032395350367	0.448570959392492	0.450102638133691	0.780631998464706	0.449452651034989	0.452492845233453	0.651680138087351	0.876553797288575	0.875417382682962	0.971949448119691	0.81999555190208	0.82148770541839	0.782312166357981	0.677235766208703	0.677872748238897	0.640907663329688
Amp_13q34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Del_14q13.1	0.523632151025023	0.52692218298663	0.353158446468821	0.208796577284688	0.21161031536409	0.857478777419924	0.0646039861712383	0.067852754554494	0.142132704109128	0.80843617686541	0.812233397498685	0.613487726319115	0.224649015744886	0.227922518889093	0.875705933094227	0.112740507157211	0.116814817954561	0.209156687621235	0.914144090252972	0.912031437359135	0.998065925237875	0.0150357976933012	0.0162519858792804	0.0254469865691235	0.0658060514932777	0.0674512985409828	0.0687461393589675
Del_14q24.2	0.943816264974071	0.950391195463858	0.981748336855011	0.111615194527372	0.11357870495471	0.392616782715224	0.109195042815465	0.114988774456728	0.304777720567227	0.599617226594212	0.592877291415762	0.514227601699339	0.107093751746761	0.109301546429479	0.367894144596255	0.218427134294911	0.227109064708937	0.59125416620785	0.627201272327286	0.625609518262356	0.591930672256216	0.0322692891845379	0.033960382648965	0.0225298815715737	0.173062475419439	0.175247178474509	0.247324394219038
Del_14q31.3	0.895421916065194	0.906155906843039	0.537861053124081	0.247485628799131	0.248619568048537	0.804666799514084	0.267392288283519	0.281546545670763	0.609258252851301	0.729875117244458	0.71804916704284	0.91311814950535	0.236460360738543	0.237869342083057	0.75897393383111	0.47269275253136	0.494932707075878	0.993827417204122	0.595526621903784	0.592706369995917	0.747685958961453	0.0289144366861877	0.0303466157323492	0.0214090573419526	0.125518298276256	0.128293951948339	0.170300924217202
Amp_14q32.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Del_15q14	0.671142913934356	0.668674855275758	0.635487188193273	0.357958078341972	0.360231113049067	0.523750729291272	0.575196676598787	0.575953587393287	0.136282838387969	0.580755598150178	0.577918053916875	0.841164466854927	0.170075040262303	0.172624223754809	0.212635908740178	0.274138382592991	0.276205711012566	0.117585116802341	0.52131302506651	0.520257675694726	0.984740215080447	0.49284267718342	0.493276824274189	0.429230047835661	0.369471261343996	0.369960354708152	0.675536498506891
Del_16p12.2	0.640932482381269	0.642366349620846	0.517511504234558	0.58468154281977	0.587905090191699	0.768143610166498	0.520729034960312	0.524092001296578	0.510435768060109	0.826153921219113	0.827210438353242	0.640970523395786	0.852906888753698	0.857289250608307	0.783399962911853	0.741870991373177	0.7457208249668	0.646948806942419	0.599299534316018	0.59950385222145	0.594892432412564	0.573478793393642	0.573531273683882	0.721678232579173	0.990541224472914	0.992007827678193	0.866086761360717
Del_16q23.1	0.0994186130438305	0.101108015503986	0.0170686764691845	0.974894878048477	0.974872851041003	0.784729458068117	0.308224211320709	0.308764663584251	0.154080889819297	0.233657301092162	0.235412624311541	0.0760952024016872	0.553586602208344	0.552664554749382	0.908248975226426	0.779860056811035	0.777118056564974	0.552157145251927	0.876726566887174	0.876241122743839	0.85408896471222	0.830567609267526	0.829388594627855	0.797200734556488	0.983728262795055	0.982248081838015	0.718976341377121
Amp_17p13.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Del_17p13.1	0.306564202503424	0.306808929267782	0.248076062904267	0.495798315879471	0.496617754038669	0.238488037385687	0.164250320875183	0.168420962621743	0.0383447082587135	0.261436594848256	0.26114389557593	0.138441632647688	0.488711889007081	0.490065019712782	0.181963955893347	0.170575790967274	0.175657254294321	0.000648632168082597	0.297354757433714	0.297819858115855	0.261649894392127	0.602956197141804	0.606743109310727	0.571429069213256	0.334140375694001	0.336905574331436	0.282844842930215
Del_17q11.2	0.31165170757348	0.312409804105497	0.172319289129068	0.581405332340974	0.583015395228866	0.370381974285864	0.257492901342681	0.261466034594067	0.235607815040221	0.1162999617263	0.117943322962205	0.0206450250455884	0.897882490099796	0.899557151461597	0.39916590538837	0.420171213898364	0.422674806445143	0.170172435469797	0.6009026911527	0.599972145161639	0.490668517109793	0.464566270596492	0.466490817926098	0.420716369829203	0.479654692214018	0.485368799076934	0.310307959587146
Amp_17q25.1	0.116448494593583	0.118516390856624	0.0958938994540017	0.0325842605467792	0.0351694353519971	0.00164303012357322	0.606252613546165	0.606897485039393	0.302823452737987	0.0639115249011805	0.0663545287392785	0.0319954106311937	0.0304391271350086	0.0332115271582755	0.00121235207042987	0.7082181221507	0.708490837734722	0.403325922659837	0.088627955327486	0.0922030551392595	0.0418437918439075	0.577964614801236	0.579065881023921	0.52947778866526	0.304177884253606	0.307445850693467	0.674462618990369
Del_18q23	0.874727100617494	0.875882905442064	0.37695554222535	0.45088935133591	0.452805223034756	0.647174475117591	0.446043271616831	0.446420043259243	0.765862550844668	0.737861386560434	0.74001738265096	0.494130862057367	0.749946373425057	0.751462618428287	0.661134896203956	0.536509212478116	0.535665160660971	0.867047849462379	0.961422809723521	0.963346790045901	0.540291115573371	0.385802286685069	0.387320863825722	0.473055230947253	0.399757536526073	0.399492340458057	0.41474505338732
Amp_19p13.3	0.0724050791165185	0.0736752845849011	0.0273340045964928	0.753970271957795	0.753695030928947	0.560419938264817	0.1853066614181	0.186642399426933	0.0536468661131261	0.044256843162644	0.0457197304549671	0.023850943811926	0.937942272822963	0.938107591059172	0.708540041724981	0.0615562173207355	0.0633936916214454	0.0297610001050307	0.0560768827607202	0.057077320228985	0.0216105774944896	0.438443842516284	0.43989639294975	0.35795352638537	0.333538347653779	0.333235343147832	0.160958571348212
