"ROW_ID"	"ROW_VERSION"	"pair_barcode"	"cellularity"	"ploidy"	"slpp"
"480"	"1"	"GLSS-SF-0339-TP-01-NB-01D-WXS"	"0.77"	"2.3"	"0.175123795479515"
"481"	"1"	"GLSS-SM-R105-R1-01-NB-01D-WXS"	"0.24"	"2.4"	"0.173906470780523"
"482"	"1"	"GLSS-MD-0002-R1-01-NB-01D-WGS"	"0.56"	"2.1"	"0.173245806307731"
"483"	"1"	"GLSS-DK-0012-R1-01-NB-01D-WXS"	"0.19"	"2.1"	"0.172826753388079"
"484"	"1"	"TCGA-DU-6404-TP-11-NB-01D-WGS"	"0.82"	"2.1"	"0.171751897610302"
"485"	"1"	"GLSS-SM-R095-TP-01-NB-01D-WXS"	"0.19"	"2.5"	"0.171702266468585"
"486"	"1"	"GLSS-SU-0239-TP-01-NB-01D-WXS"	"0.63"	"6"	"0.171699872641708"
"487"	"1"	"GLSS-SM-R069-R2-01-NB-01D-WXS"	"0.25"	"4.3"	"0.170554962335976"
"488"	"1"	"GLSS-MD-0003-R3-01-NB-01D-WGS"	"0.52"	"2.3"	"0.167788087992465"
"489"	"1"	"GLSS-SF-0081-TP-01-NB-01D-WXS"	"0.41"	"2.3"	"0.166040736303583"
"490"	"1"	"TCGA-DU-6404-R1-21-NB-01D-WGS"	"0.68"	"2.1"	"0.165961792272581"
"491"	"1"	"GLSS-SF-0017-TP-02-NB-01D-WXS"	"0.88"	"2"	"0.165839674010055"
"492"	"1"	"GLSS-MD-0119-R1-01-NB-01D-WXS"	"0.32"	"6.6"	"0.165567153541972"
"493"	"1"	"TCGA-TQ-A7RV-TP-21-NB-01D-WGS"	"0.67"	"2.1"	"0.165252218483884"
"494"	"1"	"GLSS-SF-0017-R3-01-NB-01D-WXS"	"0.63"	"4.7"	"0.165046251008438"
"495"	"1"	"GLSS-SM-R096-TP-01-NB-01D-WXS"	"0.41"	"4"	"0.164978639111256"
"496"	"1"	"TCGA-TM-A7CF-R1-11-NB-01D-WXS"	"0.3"	"2.1"	"0.163644392277901"
"497"	"1"	"GLSS-MD-0016-R1-01-NB-01D-WGS"	"0.31"	"2.8"	"0.163518436730494"
"498"	"1"	"GLSS-CU-R016-TP-01-NB-01D-WXS"	"0.28"	"2.4"	"0.162963664122775"
"499"	"1"	"GLSS-MD-0005-TP-01-NB-01D-WGS"	"0.22"	"2.5"	"0.162091659513222"
"500"	"1"	"GLSS-MG-0005-TP-01-NM-01D-WXS"	"0.81"	"5.9"	"0.161896206747376"
"501"	"1"	"GLSS-LU-00C2-R1-01-NB-01D-WXS"	"0.61"	"3.5"	"0.161157995730319"
"502"	"1"	"GLSS-DK-0011-TP-01-NB-01D-WXS"	"0.41"	"2.2"	"0.159540311094584"
"503"	"1"	"TCGA-06-0125-TP-02-NB-01D-WXS"	"0.89"	"7"	"0.15791436163107"
"504"	"1"	"GLSS-HF-2548-R1-01-NB-01D-WXS"	"0.6"	"2.8"	"0.157121958911351"
"505"	"1"	"TCGA-DU-7304-TP-12-NB-01D-WXS"	"0.3"	"2.5"	"0.156542820872502"
"506"	"1"	"GLSS-SM-R076-R1-01-NB-01D-WXS"	"0.52"	"5.5"	"0.155934824126099"
"507"	"1"	"GLSS-AT-00P5-TP-01-NB-01D-WXS"	"0.41"	"3.8"	"0.151937650024092"
"508"	"1"	"TCGA-14-1402-R1-01-NB-01D-WXS"	"0.83"	"2.9"	"0.150486244261952"
"509"	"1"	"GLSS-DF-0007-R1-01-NB-01D-WXS"	"0.1"	"2.3"	"0.149905087601749"
"510"	"1"	"GLSS-MD-0088-TP-01-NB-01D-WXS"	"0.45"	"2"	"0.149320860060907"
"511"	"1"	"GLSS-19-0271-R1-01-NB-01D-WXS"	"0.58"	"2.5"	"0.14735533848366"
"512"	"1"	"GLSS-MD-0027-TP-01-NB-01D-WGS"	"0.19"	"2.4"	"0.145963751282291"
"513"	"1"	"GLSS-SF-0058-R1-01-NB-01D-WXS"	"0.13"	"2.6"	"0.14585465492789"
"514"	"1"	"GLSS-SF-0334-TP-01-NB-01D-WXS"	"0.28"	"2.1"	"0.145805414765601"
"515"	"1"	"GLSS-DF-0012-R1-01-NB-01D-WXS"	"0.12"	"2.3"	"0.145691130456931"
"516"	"1"	"GLSS-DK-0001-R1-01-NB-01D-WXS"	"0.28"	"2.3"	"0.145074842868633"
"517"	"1"	"GLSS-DF-0004-TP-01-NB-01D-WXS"	"0.12"	"2.3"	"0.14506336751777"
"518"	"1"	"GLSS-MD-0043-R1-01-NB-01D-WGS"	"0.68"	"2.1"	"0.143996444405314"
"519"	"1"	"GLSS-19-0272-TP-01-NB-01D-WXS"	"0.36"	"6.6"	"0.143861960967328"
"520"	"1"	"GLSS-SF-0012-TP-01-NM-01D-WXS"	"0.84"	"2"	"0.143502541521531"
"521"	"1"	"GLSS-LU-00B9-TP-01-NB-01D-WXS"	"0.51"	"2.2"	"0.142335550187695"
"522"	"1"	"GLSS-SF-0007-TP-01-NB-01D-WXS"	"0.67"	"2.1"	"0.142316910102715"
"523"	"1"	"GLSS-19-0266-R1-01-NB-01D-WXS"	"0.9"	"7"	"0.142291608817665"
"524"	"1"	"GLSS-MD-0005-R1-01-NB-01D-WGS"	"0.21"	"2.7"	"0.141961288487596"
"525"	"1"	"GLSS-SF-0009-TP-01-NM-01D-WXS"	"0.82"	"2.1"	"0.141132712315057"
"526"	"1"	"GLSS-MD-0007-TP-01-NB-01D-WGS"	"0.86"	"2.1"	"0.140702023171929"
"527"	"1"	"GLSS-19-0278-R1-01-NB-01D-WXS"	"0.47"	"2.8"	"0.140593817445203"
"528"	"1"	"GLSS-SF-0007-R1-01-NB-01D-WXS"	"0.32"	"2.2"	"0.140045472647553"
"529"	"1"	"GLSS-SU-0002-R1-01-NB-01D-WXS"	"0.72"	"5.8"	"0.139173331646787"
"530"	"1"	"GLSS-MD-0012-TP-01-NB-01D-WGS"	"0.24"	"3.4"	"0.138857331511835"
"531"	"1"	"GLSS-MD-0043-TP-01-NB-01D-WGS"	"0.14"	"2.5"	"0.138807793868781"
"532"	"1"	"GLSS-CU-R018-R1-01-NB-01D-WXS"	"0.98"	"7"	"0.137968923070019"
"533"	"1"	"GLSS-DK-0015-R1-01-NB-01D-WXS"	"0.5"	"5.7"	"0.136727079892269"
"534"	"1"	"GLSS-DK-0001-TP-01-NB-01D-WXS"	"0.23"	"2.3"	"0.136683500202721"
"535"	"1"	"TCGA-TM-A7CF-TP-11-NB-01D-WXS"	"0.66"	"2.1"	"0.136311446038541"
"536"	"1"	"GLSS-SF-0002-TP-01-NM-01D-WXS"	"0.42"	"2.2"	"0.135257434073631"
"537"	"1"	"TCGA-06-0152-TP-03-NB-01D-WXS"	"0.97"	"7"	"0.134078522581097"
"538"	"1"	"GLSS-DK-0006-TP-01-NB-01D-WXS"	"0.6"	"2.3"	"0.131627585506987"
"539"	"1"	"GLSS-MD-0010-R3-01-NB-01D-WGS"	"0.2"	"2.5"	"0.130901158727865"
"540"	"1"	"GLSS-SF-0027-TP-01-NB-01D-WXS"	"0.43"	"2.3"	"0.12985630508435"
"541"	"1"	"GLSS-SF-0016-TP-01-NB-01D-WXS"	"0.88"	"2.1"	"0.12807512470287"
"542"	"1"	"TCGA-DU-6404-R1-21-NB-01D-WXS"	"0.67"	"2.3"	"0.128072928215976"
"543"	"1"	"GLSS-19-0268-R1-02-NB-02D-WXS"	"0.31"	"2.1"	"0.12788026565962"
"544"	"1"	"GLSS-MD-0001-TP-01-NB-01D-WGS"	"0.47"	"5.5"	"0.12781621528625"
"545"	"1"	"GLSS-HF-3162-TP-01-NB-01D-WXS"	"0.24"	"2.1"	"0.12776833144174"
"546"	"1"	"GLSS-SF-0006-TP-01-NM-01D-WXS"	"0.31"	"2.1"	"0.127261236956637"
"547"	"1"	"GLSS-MD-0093-TP-01-NB-01D-WXS"	"0.26"	"2"	"0.126995887196254"
"548"	"1"	"TCGA-TQ-A7RV-TP-21-NB-01D-WXS"	"0.6"	"2.1"	"0.126665990762197"
"549"	"1"	"GLSS-MD-0003-R1-01-NB-01D-WGS"	"0.23"	"2.3"	"0.125100856285628"
"550"	"1"	"GLSS-DF-0002-TP-01-NB-01D-WXS"	"0.66"	"2"	"0.124277515190991"
"551"	"1"	"GLSS-MD-0097-TP-01-NB-01D-WXS"	"0.55"	"2.1"	"0.123628120388874"
"552"	"1"	"GLSS-DK-0010-R1-01-NB-01D-WXS"	"0.36"	"2.1"	"0.123124051563689"
"553"	"1"	"TCGA-19-0957-R1-11-NB-01D-WXS"	"0.6"	"7"	"0.122719258522772"
"554"	"1"	"GLSS-SF-0338-R1-01-NB-01D-WXS"	"0.42"	"2.3"	"0.121337770885499"
"555"	"1"	"GLSS-SF-0005-TP-01-NB-01D-WXS"	"0.5"	"2.4"	"0.121236597494731"
"556"	"1"	"TCGA-19-1389-R1-21-NB-01D-WXS"	"0.94"	"7"	"0.121205140925539"
"557"	"1"	"GLSS-MD-0047-TP-01-NB-01D-WGS"	"0.25"	"2.4"	"0.119209860649743"
"558"	"1"	"GLSS-SF-0021-TP-01-NB-01D-WXS"	"0.39"	"2.4"	"0.118603499920851"
"559"	"1"	"GLSS-DK-0005-TP-01-NB-01D-WXS"	"0.22"	"2.2"	"0.117833228481218"
"560"	"1"	"GLSS-HF-3050-R1-01-NB-01D-WXS"	"0.8"	"2.6"	"0.117226826282356"
"561"	"1"	"TCGA-TQ-A7RK-R1-11-NB-01D-WGS"	"0.75"	"2.1"	"0.116538170157186"
"562"	"1"	"GLSS-SU-0005-R1-01-NB-01D-WXS"	"0.27"	"2.5"	"0.115360785791813"
"563"	"1"	"GLSS-SF-0008-TP-01-NM-01D-WXS"	"0.35"	"2.2"	"0.114633398756896"
"564"	"1"	"GLSS-SF-0159-R1-01-NB-01D-WXS"	"0.34"	"2.2"	"0.114317616206881"
"565"	"1"	"GLSS-19-0277-R1-01-NB-01D-WXS"	"0.93"	"2.8"	"0.113337480170547"
"566"	"1"	"TCGA-TQ-A7RK-R1-11-NB-01D-WXS"	"0.59"	"2.1"	"0.113011140786018"
"567"	"1"	"GLSS-CU-R011-R1-01-NB-01D-WXS"	"0.27"	"2.2"	"0.112999819270587"
"568"	"1"	"GLSS-CU-R014-R1-01-NB-01D-WXS"	"0.71"	"2.3"	"0.112842811145207"
"569"	"1"	"GLSS-AT-00P3-TP-01-NB-01D-WXS"	"0.32"	"2.2"	"0.112634117687216"
"570"	"1"	"GLSS-CU-R006-TP-01-NB-01D-WXS"	"0.42"	"2"	"0.110863739531592"
"571"	"1"	"GLSS-19-0268-R1-01-NB-01D-WXS"	"0.77"	"2.5"	"0.110754572273372"
"572"	"1"	"GLSS-MD-LP02-R1-01-NB-01D-WXS"	"0.51"	"2.1"	"0.109836680731856"
"573"	"1"	"GLSS-MD-0141-R1-01-NB-01D-WXS"	"0.4"	"6.2"	"0.109478075599454"
"574"	"1"	"GLSS-19-0274-R1-01-NB-01D-WXS"	"0.46"	"2.7"	"0.10811360136014"
"575"	"1"	"TCGA-06-0210-R1-02-NB-01D-WXS"	"0.7"	"7"	"0.108036561732983"
"576"	"1"	"GLSS-AT-00P7-R1-01-NB-01D-WXS"	"0.4"	"2.3"	"0.107637193475473"
"577"	"1"	"GLSS-MG-0014-R2-01-NM-01D-WXS"	"0.59"	"6.6"	"0.1067616919463"
"578"	"1"	"GLSS-MD-LP01-TP-01-NB-01D-WXS"	"0.76"	"2.1"	"0.10622155530469"
"579"	"1"	"GLSS-SF-0016-R1-01-NB-01D-WXS"	"0.46"	"2.2"	"0.105381343093826"
"580"	"1"	"TCGA-06-0171-R1-02-NB-01D-WXS"	"1"	"6.6"	"0.104183323093122"
"581"	"1"	"GLSS-HF-3118-R1-01-NB-01D-WXS"	"0.25"	"2.1"	"0.102416849046383"
"582"	"1"	"GLSS-SM-R067-R1-01-NB-01D-WXS"	"0.36"	"2.9"	"0.101365933286412"
"583"	"1"	"GLSS-SM-R062-TP-01-NB-01D-WXS"	"0.25"	"6.8"	"0.100895068296103"
"584"	"1"	"TCGA-TQ-A7RV-R1-11-NB-01D-WGS"	"0.62"	"2.1"	"0.0996173488166547"
"585"	"1"	"GLSS-CU-R003-R1-01-NB-01D-WXS"	"0.29"	"1.9"	"0.0987472101068443"
"586"	"1"	"GLSS-SM-R071-TP-01-NB-01D-WXS"	"0.61"	"6"	"0.0986287093117876"
"587"	"1"	"GLSS-SM-R099-R1-01-NB-01D-WXS"	"0.11"	"2"	"0.0983586001456818"
"588"	"1"	"GLSS-MD-0048-TP-01-NB-01D-WGS"	"0.63"	"2"	"0.0981581373091752"
"589"	"1"	"GLSS-MD-0041-R1-01-NB-01D-WGS"	"0.57"	"2.1"	"0.0949521474065961"
"590"	"1"	"GLSS-SM-R063-R1-01-NB-01D-WXS"	"0.1"	"2.9"	"0.0930304616736413"
"591"	"1"	"GLSS-SM-R097-R1-01-NB-01D-WXS"	"0.12"	"1.9"	"0.0926740531481825"
"592"	"1"	"GLSS-SF-0012-R1-01-NM-01D-WXS"	"0.88"	"2"	"0.0926516164801927"
"593"	"1"	"GLSS-DF-0012-TP-01-NB-01D-WXS"	"0.12"	"2.4"	"0.0925392200616055"
"594"	"1"	"GLSS-DF-0002-R1-01-NB-01D-WXS"	"0.51"	"2.1"	"0.092354563643347"
"595"	"1"	"GLSS-SM-R104-R1-01-NB-01D-WXS"	"0.68"	"2.1"	"0.0918747000356489"
"596"	"1"	"GLSS-MD-0008-R2-01-NB-01D-WGS"	"0.87"	"3.1"	"0.0867512353171398"
"597"	"1"	"GLSS-MD-0027-TP-01-NB-01D-WXS"	"0.47"	"2"	"0.0863194553161752"
"598"	"1"	"GLSS-SF-0157-TP-01-NB-01D-WXS"	"0.63"	"2.5"	"0.0854401703002554"
"599"	"1"	"TCGA-19-0957-TP-01-NB-01D-WXS"	"0.31"	"4.9"	"0.0854080943018803"
"600"	"1"	"GLSS-MD-0113-R1-01-NB-01D-WXS"	"0.63"	"6.2"	"0.0828453170504343"
"601"	"1"	"GLSS-MD-0009-R1-01-NB-01D-WGS"	"0.13"	"2.5"	"0.0823082809382042"
"602"	"1"	"GLSS-LU-00C1-TP-01-NB-01D-WXS"	"0.64"	"4.2"	"0.0815188846979223"
"603"	"1"	"GLSS-SF-0131-R1-01-NB-01D-WXS"	"0.28"	"2.1"	"0.0809477626220463"
"604"	"1"	"GLSS-DF-0003-R1-01-NB-01D-WXS"	"0.23"	"2.2"	"0.0809390677702164"
"605"	"1"	"GLSS-MD-0120-R1-01-NB-01D-WXS"	"0.37"	"2.2"	"0.0802364745030188"
"606"	"1"	"GLSS-DF-0010-R1-01-NB-01D-WXS"	"0.28"	"2.1"	"0.079731351921904"
"607"	"1"	"GLSS-19-0272-R1-01-NB-01D-WXS"	"0.13"	"2.5"	"0.0754178716608237"
"608"	"1"	"GLSS-MD-0086-TP-01-NB-01D-WXS"	"0.76"	"2"	"0.075368100692103"
"609"	"1"	"GLSS-SM-R103-R1-01-NB-01D-WXS"	"0.15"	"2.5"	"0.0751789295423539"
"610"	"1"	"TCGA-14-1034-TP-01-NB-01D-WXS"	"0.65"	"2.1"	"0.0696145481132382"
"611"	"1"	"GLSS-SF-0170-R1-01-NB-01D-WXS"	"0.32"	"6"	"0.0657750520857927"
"612"	"1"	"GLSS-SM-R065-TP-01-NB-01D-WXS"	"0.25"	"6.2"	"0.0651892988460069"
"613"	"1"	"GLSS-19-0271-R1-02-NB-03D-WXS"	"0.4"	"2.1"	"0.065091993503372"
"614"	"1"	"GLSS-SF-0338-TP-01-NB-01D-WXS"	"0.62"	"3.8"	"0.0640744713148018"
"615"	"1"	"GLSS-SU-0003-R1-01-NB-01D-WXS"	"0.23"	"5.8"	"0.0640624939262293"
"616"	"1"	"GLSS-CU-R011-TP-01-NB-01D-WXS"	"0.17"	"2.6"	"0.0637101298810815"
"617"	"1"	"GLSS-JX-0006-R1-01-NB-01D-WXS"	"0.58"	"3.1"	"0.0634060669872109"
"618"	"1"	"GLSS-SM-R069-TP-01-NB-01D-WXS"	"0.1"	"3"	"0.0632548450096008"
"619"	"1"	"GLSS-SF-0039-R1-01-NB-01D-WXS"	"0.39"	"5.9"	"0.0632468450169872"
"620"	"1"	"TCGA-06-0190-R1-01-NB-01D-WXS"	"0.3"	"5.5"	"0.0626079951698186"
"621"	"1"	"GLSS-CU-R019-R1-01-NB-01D-WXS"	"0.98"	"7"	"0.0618152556442417"
"622"	"1"	"GLSS-MD-0032-TP-01-NB-01D-WGS"	"0.27"	"3.5"	"0.061447653832209"
"623"	"1"	"TCGA-06-0171-R1-11-NB-01D-WXS"	"0.5"	"2.2"	"0.0612320706335058"
"624"	"1"	"GLSS-AT-00P4-R1-01-NB-01D-WXS"	"0.13"	"1.7"	"0.0602183290077744"
"625"	"1"	"GLSS-DK-0011-R1-01-NB-01D-WXS"	"0.14"	"2.3"	"0.0602168951507274"
"626"	"1"	"GLSS-MD-0010-R1-01-NB-01D-WGS"	"0.34"	"2.6"	"0.0587559047725371"
"627"	"1"	"GLSS-SM-R064-TP-01-NB-01D-WXS"	"0.57"	"2"	"0.0564411239255281"
"628"	"1"	"GLSS-MD-0002-TP-01-NB-01D-WGS"	"0.97"	"4.1"	"0.0559678901905003"
"629"	"1"	"GLSS-MD-0140-R1-01-NB-01D-WXS"	"0.31"	"6.8"	"0.053773266122374"
"630"	"1"	"TCGA-19-4065-R1-02-NB-01D-WXS"	"0.34"	"7"	"0.0536330445210866"
"631"	"1"	"GLSS-AT-00P1-R1-01-NB-01D-WXS"	"0.22"	"2.6"	"0.0530982455678989"
"632"	"1"	"GLSS-SM-R065-R1-01-NB-01D-WXS"	"0.15"	"2"	"0.0525978673701492"
"633"	"1"	"TCGA-06-0211-R1-03-NB-01D-WXS"	"0.95"	"7"	"0.0519388308462204"
"634"	"1"	"TCGA-06-0171-TP-03-NB-01D-WXS"	"0.99"	"6.3"	"0.051001177084691"
"635"	"1"	"GLSS-MD-0082-TP-01-NB-01D-WXS"	"0.33"	"2"	"0.0503994350129926"
"636"	"1"	"GLSS-19-0270-R1-01-NB-01D-WXS"	"0.12"	"2.5"	"0.050092799183958"
"637"	"1"	"TCGA-06-0221-TP-02-NB-01D-WXS"	"0.84"	"7"	"0.0496571990198895"
"638"	"1"	"GLSS-MG-0009-TP-01-NM-01D-WXS"	"0.18"	"2.4"	"0.0483208609459433"
"639"	"1"	"GLSS-19-0266-TP-01-NB-02D-WXS"	"0.98"	"5"	"0.0478275234271056"
"640"	"1"	"GLSS-SM-R108-TP-01-NB-01D-WXS"	"0.33"	"3"	"0.0455500748892846"
"641"	"1"	"GLSS-MD-0093-R1-01-NB-01D-WXS"	"0.29"	"2.2"	"0.0438014210541584"
"642"	"1"	"TCGA-06-0125-R1-02-NB-01D-WXS"	"0.7"	"7"	"0.0437130677468245"
"643"	"1"	"GLSS-LU-00C4-TP-01-NB-01D-WXS"	"0.7"	"3.2"	"0.0417829832229815"
"644"	"1"	"GLSS-LU-00C4-R1-01-NB-01D-WXS"	"0.55"	"3.8"	"0.0404882076707493"
"645"	"1"	"GLSS-SU-0002-TP-01-NB-01D-WXS"	"0.15"	"5.1"	"0.0381968986831071"
"646"	"1"	"TCGA-06-0211-R2-02-NB-01D-WXS"	"0.94"	"7"	"0.0380226886067791"
"647"	"1"	"TCGA-06-0152-R1-02-NB-01D-WXS"	"0.97"	"6.9"	"0.0377957752791614"
"648"	"1"	"TCGA-DU-5872-R1-21-NB-01D-WGS"	"0.12"	"2.5"	"0.0369102716080762"
"649"	"1"	"GLSS-LU-00A1-R1-01-NB-01D-WXS"	"0.28"	"2.1"	"0.0342111217776025"
"650"	"1"	"TCGA-DU-5872-R1-21-NB-01D-WXS"	"0.13"	"3.1"	"0.0331071678648082"
"651"	"1"	"GLSS-MD-0094-TP-01-NB-01D-WXS"	"0.81"	"2"	"0.0328728526678688"
"652"	"1"	"GLSS-SU-0005-R2-01-NB-01D-WXS"	"0.25"	"2.3"	"0.0300256794564604"
"653"	"1"	"TCGA-19-4065-TP-02-NB-01D-WXS"	"0.91"	"5.5"	"0.029806636721549"
"654"	"1"	"GLSS-19-0267-R1-01-NB-01D-WXS"	"0.9"	"6.4"	"0.0281625489330443"
"655"	"1"	"GLSS-SF-0339-R1-01-NB-01D-WXS"	"0.36"	"3.8"	"0.0265847838673047"
"656"	"1"	"GLSS-SU-0002-R3-01-NB-01D-WXS"	"0.94"	"5.6"	"0.0258528857244686"
"657"	"1"	"GLSS-AT-00P6-R1-01-NB-01D-WXS"	"0.82"	"2.4"	"0.0226229079337665"
"658"	"1"	"GLSS-SU-0202-R1-01-NB-01D-WXS"	"0.72"	"5.8"	"0.0187167159696501"
"659"	"1"	"GLSS-LU-00C1-R1-01-NB-01D-WXS"	"0.39"	"4"	"0.0168499222113748"
"660"	"1"	"GLSS-MG-0008-R1-01-NM-01D-WXS"	"0.89"	"3.2"	"0.0136741080061191"
"661"	"1"	"GLSS-SU-0239-R1-01-NB-01D-WXS"	"0.78"	"4.8"	"0.0125352821702761"
"662"	"1"	"GLSS-MD-0007-R1-01-NB-01D-WGS"	"0.68"	"5.7"	"0.0117346727335716"
"663"	"1"	"GLSS-SF-0011-TP-01-NM-01D-WXS"	"0.87"	"2.1"	"0.00901810914230485"
"664"	"1"	"GLSS-SM-R103-TP-01-NB-01D-WXS"	"0.26"	"5.7"	"0.00476998429494672"
"665"	"1"	"GLSS-HK-0005-R1-01-NB-01D-WGS"	"0.58"	"5.6"	"0.00300735413812218"
"666"	"1"	"GLSS-SF-0157-R1-01-NB-01D-WXS"	"0.91"	"2.5"	"0.00176551511992091"
"667"	"1"	"TCGA-06-0190-R1-01-NB-01D-WGS"	"0.6"	"6.1"	"0.000600691206392088"
"668"	"1"	"GLSS-HK-0005-TP-01-NB-01D-WGS"	"0.81"	"3.6"	"0.000547786764709066"
"669"	"1"	"GLSS-19-0279-TP-01-NB-01D-WXS"	"0.97"	"2.3"	"0.000079044786906515"
"670"	"1"	"GLSS-SM-R060-TP-01-NB-01D-WXS"	"0.27"	"5.7"	"0.00000617501981269802"
"671"	"1"	"GLSS-HK-0001-R1-01-NB-01D-WXS"	"0.5"	"6"	"0.0000000012601800127901"
"672"	"1"	"TCGA-06-0152-TP-02-NB-01D-WXS"	"0.39"	"5.6"	"0.00000000122966348309159"
"673"	"1"	"GLSS-MG-0014-M1-01-NM-01D-WXS"	"0.92"	"5.6"	"1.07856723054301e-17"
"674"	"1"	"GLSS-SM-R064-R1-01-NB-01D-WXS"	"0.78"	"1.9"	"5.01451044079349e-23"
"675"	"1"	"GLSS-SF-0025-R1-01-NB-01D-WXS"	"0.93"	"3.8"	"6.65360349880629e-26"
"676"	"1"	"GLSS-MG-0001-TP-01-NM-01D-WXS"	"0.91"	"3.6"	"4.57530815626009e-26"
"677"	"1"	"TCGA-06-0190-R1-02-NB-01D-WXS"	"0.85"	"1.1"	"2.08079197837654e-31"
"678"	"1"	"GLSS-DK-0002-TP-01-NB-01D-WXS"	"0.42"	"6"	"1.25607938720219e-32"
"679"	"1"	"TCGA-14-1034-R1-01-NB-01D-WGS"	"0.95"	"1.9"	"9.62068919176391e-34"
"680"	"1"	"GLSS-HF-3016-R1-01-NB-28D-WGS"	"0.79"	"5.5"	"5.9363903679426e-36"
"681"	"1"	"GLSS-CU-P003-R1-01-NB-01D-WXS"	"0.15"	"3.6"	"0.039632380022437"
"682"	"1"	"GLSS-CU-P003-TP-01-NB-01D-WXS"	"0.5"	"3.7"	"0.296133674844942"
"683"	"1"	"GLSS-CU-P013-R1-01-NB-01D-WXS"	"0.71"	"2.2"	"0.426283416119884"
"684"	"1"	"GLSS-CU-P013-R2-01-NB-01D-WXS"	"0.72"	"2.1"	"0.384995337745314"
"685"	"1"	"GLSS-CU-P013-R3-01-NB-01D-WXS"	"0.63"	"2.1"	"0.404226486722906"
"686"	"1"	"GLSS-CU-P020-R1-01-NB-01D-WXS"	"0.45"	"2.2"	"0.353423508976999"
"687"	"1"	"GLSS-CU-P020-R2-01-NB-01D-WXS"	"0.35"	"2.2"	"0.203653566745961"
"688"	"1"	"GLSS-CU-P020-R3-01-NB-01D-WXS"	"0.48"	"2.2"	"0.365310940784548"
"689"	"1"	"GLSS-CU-P021-R1-01-NB-01D-WXS"	"0.51"	"2.2"	"0.378738215572641"
"690"	"1"	"GLSS-CU-P021-R2-01-NB-01D-WXS"	"0.29"	"2.5"	"0.165754880523329"
"691"	"1"	"GLSS-CU-P021-TP-01-NB-01D-WXS"	"0.84"	"2.2"	"0.423757668273978"
"692"	"1"	"GLSS-CU-P024-R1-01-NB-01D-WXS"	"0.61"	"1.9"	"0.281080320414401"
"693"	"1"	"GLSS-CU-P024-R2-01-NB-01D-WXS"	"0.47"	"2.2"	"0.188537433752174"
"694"	"1"	"GLSS-CU-P024-TP-01-NB-01D-WXS"	"0.51"	"2.2"	"0.249783414054245"
"695"	"1"	"GLSS-CU-P025-R1-01-NB-01D-WXS"	"0.45"	"5.9"	"0.164272227695293"
"696"	"1"	"GLSS-CU-P025-R2-01-NB-01D-WXS"	"0.86"	"2.1"	"0.372466474671114"
"697"	"1"	"GLSS-CU-P046-R1-01-NB-01D-WXS"	"0.24"	"2.6"	"0.0189315653206098"
"698"	"1"	"GLSS-CU-P046-TP-01-NB-01D-WXS"	"0.74"	"4"	"0.715600152706558"
"699"	"1"	"GLSS-CU-P053-R1-01-NB-01D-WXS"	"0.26"	"2.2"	"0.140988358896166"
"700"	"1"	"GLSS-CU-P053-R2-01-NB-01D-WXS"	"0.36"	"2.3"	"0.109165346324578"
"701"	"1"	"GLSS-CU-P053-R2-02-NB-01D-WXS"	"0.54"	"2.1"	"0.34046640910204"
"702"	"1"	"GLSS-CU-P053-TP-01-NB-01D-WXS"	"0.49"	"2.3"	"0.322353877985031"
"703"	"1"	"GLSS-CU-P055-R1-01-NB-01D-WXS"	"0.65"	"2.5"	"0.365725624254553"
"704"	"1"	"GLSS-CU-P055-R2-01-NB-01D-WXS"	"0.52"	"2.4"	"0.391469551934353"
"705"	"1"	"GLSS-CU-P055-TP-01-NB-01D-WXS"	"0.8"	"2.7"	"0.655250196009077"
"706"	"1"	"GLSS-CU-P056-R1-01-NB-01D-WXS"	"0.34"	"2.2"	"0.0469829518386168"
"707"	"1"	"GLSS-CU-P056-R2-01-NB-01D-WXS"	"0.89"	"2.8"	"0.53036902343863"
"708"	"1"	"GLSS-CU-P069-R1-01-NB-01D-WXS"	"0.3"	"2.1"	"0.198286105581079"
"709"	"1"	"GLSS-CU-P069-TP-01-NB-01D-WXS"	"0.84"	"2.4"	"0.567628437154602"
"710"	"1"	"GLSS-CU-P071-R1-01-NB-01D-WXS"	"0.27"	"2.7"	"0.196738706769946"
"711"	"1"	"GLSS-CU-P071-TP-01-NB-01D-WXS"	"0.52"	"2.7"	"0.389967101053478"
"712"	"1"	"GLSS-CU-P100-R1-01-NB-01D-WXS"	"0.55"	"2.1"	"0.486466625446641"
"713"	"1"	"GLSS-CU-P100-R2-01-NB-01D-WXS"	"0.92"	"2.2"	"0.200052824841733"
"714"	"1"	"GLSS-CU-P101-R1-01-NB-01D-WXS"	"0.79"	"2.1"	"0.622269123146258"
"715"	"1"	"GLSS-CU-P101-R1-02-NB-01D-WXS"	"0.7"	"2.1"	"0.488034165114543"
"716"	"1"	"GLSS-CU-P101-TP-01-NB-01D-WXS"	"0.62"	"2"	"0.37282046355498"
"717"	"1"	"GLSS-CU-P102-R1-01-NB-01D-WXS"	"0.34"	"2.2"	"0.0368602491307895"
"718"	"1"	"GLSS-CU-P102-TP-01-NB-01D-WXS"	"0.52"	"2"	"0.334824981563733"
"719"	"1"	"GLSS-HF-1CCD-R1-01-NB-01D-WXS"	"0.79"	"2.1"	"0.1212405960431"
