"ROW_ID"	"ROW_VERSION"	"pair_barcode"	"cellularity"	"ploidy"	"slpp"
"238"	"1"	"GLSS-CU-R002-R1-01-NB-01D-WXS"	"0.53"	"2.4"	"0.38054876140126"
"239"	"1"	"GLSS-AT-00P2-TP-01-NB-01D-WXS"	"0.7"	"2.7"	"0.378191036901995"
"240"	"1"	"TCGA-19-1389-TP-01-NB-01D-WGS"	"0.39"	"2.1"	"0.378036733168126"
"241"	"1"	"GLSS-MD-LP10-R1-01-NB-01D-WXS"	"0.79"	"2.2"	"0.377976249980823"
"242"	"1"	"GLSS-HF-2869-TP-01-NB-01D-WXS"	"0.24"	"4.3"	"0.377818933714005"
"243"	"1"	"TCGA-FG-A4MT-R1-11-NB-01D-WXS"	"0.67"	"2.1"	"0.375634271603693"
"244"	"1"	"GLSS-MD-0046-R1-01-NB-01D-WGS"	"0.44"	"2.5"	"0.373983409434117"
"245"	"1"	"GLSS-HK-0004-R1-01-NB-01D-WXS"	"0.59"	"5.7"	"0.373460140749581"
"246"	"1"	"GLSS-SM-R056-R2-01-NB-01D-WXS"	"0.85"	"4.2"	"0.371965847661137"
"247"	"1"	"GLSS-NS-0001-TP-01-NB-01D-WGS"	"0.51"	"1.9"	"0.370844231328471"
"248"	"1"	"GLSS-AT-GP01-R1-03-NB-01D-WXS"	"0.56"	"2.1"	"0.369677998411381"
"249"	"1"	"TCGA-06-0171-TP-02-NB-01D-WXS"	"0.37"	"6.2"	"0.36816651134999"
"250"	"1"	"GLSS-HK-0003-TP-02-NB-01D-WXS"	"0.34"	"2"	"0.368021406889749"
"251"	"1"	"GLSS-MD-0044-TP-01-NB-01D-WGS"	"0.82"	"2"	"0.367621397598324"
"252"	"1"	"TCGA-14-0736-TP-01-NB-01D-WXS"	"0.54"	"4"	"0.367377292894838"
"253"	"1"	"GLSS-AT-00P6-TP-01-NB-01D-WXS"	"0.79"	"2.5"	"0.366500336118352"
"254"	"1"	"GLSS-MD-0092-R1-01-NB-01D-WXS"	"0.89"	"2"	"0.366151727522519"
"255"	"1"	"GLSS-MD-0017-R1-01-NB-01D-WGS"	"0.6"	"2"	"0.365805777581417"
"256"	"1"	"TCGA-FG-5963-R1-12-NB-01D-WXS"	"0.71"	"3.9"	"0.363347236501445"
"257"	"1"	"GLSS-SF-0032-R1-01-NB-01D-WXS"	"0.64"	"2.2"	"0.362444589748521"
"258"	"1"	"TCGA-14-0736-R1-01-NB-01D-WXS"	"0.47"	"1.9"	"0.360364893794661"
"259"	"1"	"GLSS-MD-0025-TP-01-NB-01D-WGS"	"0.63"	"2.2"	"0.360011198638127"
"260"	"1"	"GLSS-SF-0026-R1-01-NB-01D-WXS"	"0.75"	"4"	"0.357741306776818"
"261"	"1"	"GLSS-MG-0015-R1-01-NB-01D-WXS"	"0.61"	"2.4"	"0.357545194828173"
"262"	"1"	"GLSS-SF-0025-TP-01-NB-01D-WXS"	"0.79"	"2.1"	"0.357498443675848"
"263"	"1"	"TCGA-DU-5872-TP-11-NB-01D-WGS"	"0.78"	"2.1"	"0.357266558024188"
"264"	"1"	"TCGA-06-0152-R1-01-NB-01D-WXS"	"0.74"	"2.6"	"0.356965484161861"
"265"	"1"	"GLSS-MD-0046-TP-01-NB-01D-WGS"	"0.77"	"3.3"	"0.356211671954166"
"266"	"1"	"GLSS-DK-0013-R1-01-NB-01D-WXS"	"0.72"	"3.2"	"0.354860419192023"
"267"	"1"	"TCGA-DH-A669-TP-12-NB-01D-WXS"	"0.75"	"6.3"	"0.354159860066033"
"268"	"1"	"GLSS-SM-R106-TP-01-NB-01D-WXS"	"0.76"	"2.1"	"0.350227331705971"
"269"	"1"	"GLSS-CU-R002-TP-01-NB-01D-WXS"	"0.6"	"2.2"	"0.349181467340683"
"270"	"1"	"GLSS-SF-0069-TP-01-NB-01D-WXS"	"0.65"	"2"	"0.349105531309211"
"271"	"1"	"GLSS-SF-0026-TP-02-NB-01D-WXS"	"0.82"	"2.1"	"0.348723770184035"
"272"	"1"	"GLSS-CU-R001-R1-01-NB-01D-WXS"	"0.23"	"4.6"	"0.347557041067336"
"273"	"1"	"GLSS-SM-R066-R1-01-NB-01D-WXS"	"0.77"	"3.1"	"0.347111491012222"
"274"	"1"	"GLSS-SM-R114-R1-01-NB-01D-WXS"	"0.86"	"4.5"	"0.346788931986439"
"275"	"1"	"GLSS-MD-0032-R1-01-NB-01D-WGS"	"0.67"	"2.1"	"0.346733036915596"
"276"	"1"	"GLSS-CU-R013-R1-01-NB-01D-WXS"	"0.27"	"1.9"	"0.346653283074127"
"277"	"1"	"GLSS-SM-R076-R3-01-NB-01D-WXS"	"0.97"	"7"	"0.345394790443335"
"278"	"1"	"GLSS-MD-0031-TP-01-NB-01D-WGS"	"0.45"	"2.5"	"0.344118144150711"
"279"	"1"	"GLSS-SF-0170-TP-01-NB-01D-WXS"	"0.68"	"2"	"0.343891810145456"
"280"	"1"	"GLSS-MG-0015-TP-01-NB-01D-WXS"	"0.81"	"2.4"	"0.343654632194934"
"281"	"1"	"GLSS-SM-R101-R1-01-NB-01D-WXS"	"0.56"	"2.2"	"0.343421364806475"
"282"	"1"	"GLSS-MD-0030-TP-01-NB-01D-WGS"	"0.84"	"2.1"	"0.343251506026764"
"283"	"1"	"GLSS-MD-0025-R1-01-NB-01D-WXS"	"0.51"	"2.1"	"0.342330424770007"
"284"	"1"	"GLSS-SF-0060-R1-01-NB-01D-WXS"	"0.56"	"4"	"0.341760801951886"
"285"	"1"	"GLSS-MG-0001-R1-01-NM-01D-WXS"	"0.94"	"3.8"	"0.340955103339029"
"286"	"1"	"GLSS-19-0274-TP-02-NB-02D-WXS"	"0.58"	"2.1"	"0.340117363039832"
"287"	"1"	"TCGA-06-0152-R1-01-NB-01D-WGS"	"0.74"	"3.2"	"0.339908292411655"
"288"	"1"	"GLSS-MD-0022-R1-01-NB-01D-WGS"	"0.63"	"2.4"	"0.336003313700796"
"289"	"1"	"GLSS-MD-0044-R1-01-NB-01D-WGS"	"0.82"	"2"	"0.334803579331409"
"290"	"1"	"GLSS-DK-0014-R1-01-NB-01D-WXS"	"0.31"	"3.7"	"0.333887410053867"
"291"	"1"	"TCGA-06-0221-R1-11-NB-01D-WXS"	"0.8"	"2.1"	"0.332838076039409"
"292"	"1"	"GLSS-SF-0024-TP-01-NB-01D-WXS"	"0.24"	"2.3"	"0.332556126570058"
"293"	"1"	"GLSS-JX-0006-TP-01-NB-01D-WXS"	"0.32"	"2.1"	"0.332133834268174"
"294"	"1"	"GLSS-19-0266-TP-02-NB-02D-WXS"	"0.46"	"2.3"	"0.331997077789173"
"295"	"1"	"GLSS-19-0267-TP-01-NB-01D-WXS"	"0.91"	"7"	"0.330969148545279"
"296"	"1"	"GLSS-MD-0006-R1-01-NB-01D-WGS"	"0.9"	"2.1"	"0.327304661126111"
"297"	"1"	"GLSS-SF-0017-R2-01-NB-01D-WXS"	"0.76"	"4.8"	"0.327107105361035"
"298"	"1"	"TCGA-06-0190-TP-01-NB-01D-WXS"	"0.4"	"4.2"	"0.326013765265615"
"299"	"1"	"GLSS-HF-2919-TP-01-NB-01D-WXS"	"0.84"	"2.8"	"0.324807656418627"
"300"	"1"	"GLSS-HK-0003-TP-01-NB-01D-WGS"	"0.36"	"2"	"0.324186075993855"
"301"	"1"	"GLSS-MD-LP02-TP-01-NB-01D-WXS"	"0.82"	"2.1"	"0.322900703463532"
"302"	"1"	"GLSS-SF-0009-R1-01-NM-01D-WXS"	"0.48"	"2"	"0.32080312893169"
"303"	"1"	"GLSS-MD-0018-R2-01-NB-01D-WGS"	"0.41"	"3.1"	"0.320320314286112"
"304"	"1"	"GLSS-MG-0010-R1-01-NM-01D-WXS"	"0.61"	"2.1"	"0.319317834063779"
"305"	"1"	"GLSS-MD-0025-TP-01-NB-01D-WXS"	"0.71"	"2.2"	"0.31900095996405"
"306"	"1"	"GLSS-CU-R007-TP-01-NB-01D-WXS"	"0.59"	"2.3"	"0.318703593860576"
"307"	"1"	"GLSS-SF-0334-R1-01-NB-01D-WXS"	"0.9"	"2"	"0.318332127456165"
"308"	"1"	"GLSS-CU-R009-TP-01-NB-01D-WXS"	"0.65"	"4.3"	"0.318117620457464"
"309"	"1"	"GLSS-SF-0015-TP-01-NM-01D-WXS"	"0.59"	"2"	"0.317993875061033"
"310"	"1"	"TCGA-TM-A7CF-TP-11-NB-01D-WGS"	"0.77"	"2.1"	"0.317757559206994"
"311"	"1"	"GLSS-HF-2934-TP-01-NB-01D-WXS"	"0.6"	"2.1"	"0.316497129877861"
"312"	"1"	"TCGA-FG-5965-R1-11-NB-01D-WXS"	"0.68"	"2.2"	"0.316127348560205"
"313"	"1"	"GLSS-19-0274-TP-01-NB-01D-WXS"	"0.37"	"2.1"	"0.315939269375525"
"314"	"1"	"GLSS-19-0269-TP-02-NB-02D-WXS"	"0.76"	"3.4"	"0.315578872164566"
"315"	"1"	"GLSS-19-0273-TP-01-NB-01D-WXS"	"0.35"	"2.3"	"0.315400867113922"
"316"	"1"	"GLSS-19-0268-TP-01-NB-01D-WXS"	"0.9"	"4.4"	"0.315072173742257"
"317"	"1"	"GLSS-AT-GP01-TP-02-NB-01D-WXS"	"0.45"	"1.9"	"0.31462935808906"
"318"	"1"	"GLSS-DK-0010-TP-01-NB-01D-WXS"	"0.61"	"3.6"	"0.313548089139446"
"319"	"1"	"TCGA-DU-6407-TP-13-NB-01D-WGS"	"0.83"	"2.2"	"0.313294987089027"
"320"	"1"	"GLSS-SF-0004-R2-01-NM-01D-WXS"	"0.86"	"2.1"	"0.31227789082423"
"321"	"1"	"TCGA-06-0221-TP-01-NB-01D-WGS"	"0.73"	"2.2"	"0.31153928124048"
"322"	"1"	"TCGA-DU-5872-TP-11-NB-01D-WXS"	"0.81"	"2"	"0.311482163696868"
"323"	"1"	"TCGA-FG-5965-R2-11-NB-01D-WGS"	"0.36"	"3.9"	"0.311242817181064"
"324"	"1"	"GLSS-SU-0270-R1-01-NB-01D-WXS"	"0.76"	"2.2"	"0.311180219892856"
"325"	"1"	"GLSS-SM-R110-TP-02-NB-01D-WXS"	"0.44"	"2"	"0.31063159517038"
"326"	"1"	"GLSS-MG-0011-R1-01-NM-01D-WXS"	"0.66"	"2.1"	"0.309890224155417"
"327"	"1"	"GLSS-MD-0027-R1-01-NB-01D-WGS"	"0.55"	"2"	"0.309825531655615"
"328"	"1"	"GLSS-HF-3162-R1-01-NB-01D-WXS"	"0.61"	"2.1"	"0.308210534383608"
"329"	"1"	"GLSS-SM-R061-TP-01-NB-01D-WXS"	"0.45"	"2.7"	"0.308124281153832"
"330"	"1"	"GLSS-SU-0202-TP-01-NB-01D-WXS"	"0.55"	"2"	"0.30715126457936"
"331"	"1"	"TCGA-06-0125-R1-11-NB-01D-WXS"	"0.59"	"2.4"	"0.305941447770452"
"332"	"1"	"GLSS-MD-0036-TP-01-NB-01D-WGS"	"0.83"	"6"	"0.30592912968233"
"333"	"1"	"GLSS-SF-0018-TP-04-NB-01D-WXS"	"0.66"	"2"	"0.303954412574388"
"334"	"1"	"GLSS-SU-0005-TP-01-NB-01D-WXS"	"0.72"	"2.2"	"0.303927032403822"
"335"	"1"	"GLSS-SF-0018-TP-03-NB-01D-WXS"	"0.8"	"2.1"	"0.30220467772018"
"336"	"1"	"GLSS-LU-0B10-TP-01-NB-01D-WXS"	"0.7"	"3.1"	"0.301414678427017"
"337"	"1"	"GLSS-MD-0031-R1-01-NB-01D-WGS"	"0.15"	"2.4"	"0.299492179880734"
"338"	"1"	"GLSS-SF-0026-R1-02-NB-01D-WXS"	"0.87"	"4.1"	"0.298259719425891"
"339"	"1"	"GLSS-DK-0006-R1-01-NB-01D-WXS"	"0.64"	"2.1"	"0.296866735894786"
"340"	"1"	"GLSS-MD-0035-TP-01-NB-01D-WGS"	"0.53"	"2.1"	"0.296569723629523"
"341"	"1"	"TCGA-TM-A7CF-R1-11-NB-01D-WGS"	"0.56"	"2.1"	"0.296158775620527"
"342"	"1"	"TCGA-06-0171-R1-11-NB-01D-WGS"	"0.26"	"2.2"	"0.295193641442871"
"343"	"1"	"GLSS-SM-R068-R1-01-NB-01D-WXS"	"0.86"	"2.4"	"0.294969826110443"
"344"	"1"	"GLSS-SF-0032-TP-01-NB-01D-WXS"	"0.28"	"6.1"	"0.292809627344286"
"345"	"1"	"GLSS-SF-0004-R3-01-NM-01D-WXS"	"0.87"	"2.1"	"0.291722588023604"
"346"	"1"	"GLSS-MD-0001-R1-01-NB-01D-WGS"	"0.5"	"5.7"	"0.28965470756302"
"347"	"1"	"GLSS-CU-R010-R1-01-NB-01D-WXS"	"0.78"	"2.6"	"0.289247241960419"
"348"	"1"	"GLSS-CU-R017-R1-01-NB-01D-WXS"	"1"	"7"	"0.288906984007581"
"349"	"1"	"GLSS-CU-R007-R1-01-NB-01D-WXS"	"0.81"	"2.5"	"0.288817038048002"
"350"	"1"	"GLSS-MD-0113-R4-01-NB-01D-WXS"	"0.72"	"2"	"0.287866709516652"
"351"	"1"	"GLSS-HF-2934-R1-01-NB-01D-WXS"	"0.33"	"2.2"	"0.287721179374726"
"352"	"1"	"TCGA-19-1389-R1-02-NB-01D-WXS"	"0.97"	"7"	"0.285766275356533"
"353"	"1"	"GLSS-SM-R106-R1-01-NB-01D-WXS"	"0.15"	"3.5"	"0.284623543648398"
"354"	"1"	"GLSS-SM-R071-R1-01-NB-01D-WXS"	"0.4"	"3.7"	"0.28455469257327"
"355"	"1"	"GLSS-MD-0048-R1-01-NB-01D-WGS"	"0.56"	"2"	"0.283899660579657"
"356"	"1"	"GLSS-HF-3016-R1-01-NB-01D-WXS"	"0.86"	"6.7"	"0.281790118808915"
"357"	"1"	"GLSS-MD-LP04-R1-01-NB-01D-WXS"	"0.54"	"2.4"	"0.280194977899511"
"358"	"1"	"GLSS-MD-0021-TP-01-NB-01D-WGS"	"0.74"	"2.1"	"0.27846621938717"
"359"	"1"	"GLSS-SF-0001-TP-01-NM-01D-WXS"	"0.57"	"2"	"0.276668000466128"
"360"	"1"	"GLSS-CU-R010-TP-01-NB-01D-WXS"	"0.86"	"2.7"	"0.276219835660003"
"361"	"1"	"GLSS-SM-R109-TP-01-NB-01D-WXS"	"0.49"	"2.1"	"0.27462865310846"
"362"	"1"	"GLSS-MD-0004-R1-01-NB-01D-WGS"	"0.43"	"2.1"	"0.273691272580401"
"363"	"1"	"GLSS-SM-R100-R1-01-NB-01D-WXS"	"0.37"	"1.9"	"0.272668459160292"
"364"	"1"	"GLSS-SM-R075-TP-01-NB-01D-WXS"	"0.33"	"2"	"0.270922681226019"
"365"	"1"	"GLSS-19-0273-R1-01-NB-01D-WXS"	"0.8"	"3.1"	"0.268471639447413"
"366"	"1"	"GLSS-SF-0060-TP-01-NB-01D-WXS"	"0.72"	"1.9"	"0.267481824254961"
"367"	"1"	"GLSS-MG-0002-TP-01-NM-01D-WXS"	"0.93"	"5.2"	"0.265724317993106"
"368"	"1"	"TCGA-FG-5965-TP-11-NB-01D-WXS"	"0.69"	"2.1"	"0.264943133060877"
"369"	"1"	"TCGA-19-4065-TP-01-NB-01D-WXS"	"0.29"	"6.3"	"0.261157912264458"
"370"	"1"	"TCGA-06-0221-TP-01-NB-01D-WXS"	"0.59"	"4.2"	"0.260634907528743"
"371"	"1"	"GLSS-SF-0002-R1-01-NM-01D-WXS"	"0.86"	"2.1"	"0.259691711081311"
"372"	"1"	"GLSS-MD-0027-R1-01-NB-01D-WXS"	"0.58"	"1.9"	"0.258762196500887"
"373"	"1"	"GLSS-SU-0004-TP-01-NB-01D-WXS"	"0.81"	"5.7"	"0.258662165280935"
"374"	"1"	"GLSS-SF-0013-R1-01-NM-01D-WXS"	"0.31"	"2.1"	"0.257479867732102"
"375"	"1"	"GLSS-MG-0006-R1-01-NB-01D-WXS"	"0.39"	"6.4"	"0.257363712290209"
"376"	"1"	"GLSS-DK-0007-TP-01-NB-01D-WXS"	"0.73"	"2.3"	"0.256495066845885"
"377"	"1"	"GLSS-HF-2998-R1-01-NB-01D-WXS"	"0.26"	"2.1"	"0.25575768715878"
"378"	"1"	"TCGA-DU-7304-TP-12-NB-01D-WGS"	"0.78"	"2.2"	"0.254873438336063"
"379"	"1"	"GLSS-MD-0109-R1-02-NB-01D-WXS"	"0.69"	"6"	"0.254082139211256"
"380"	"1"	"GLSS-MD-0011-R1-01-NB-01D-WGS"	"0.4"	"2.4"	"0.253780596247226"
"381"	"1"	"GLSS-SU-0001-TP-01-NB-01D-WXS"	"0.53"	"2"	"0.253681365026352"
"382"	"1"	"GLSS-SM-R075-R1-01-NB-01D-WXS"	"0.5"	"5.7"	"0.253678908710767"
"383"	"1"	"GLSS-MD-0092-TP-01-NB-01D-WXS"	"0.79"	"2"	"0.253449807856681"
"384"	"1"	"GLSS-MD-0049-R1-01-NB-01D-WGS"	"0.59"	"5.7"	"0.251007198186584"
"385"	"1"	"GLSS-SF-0029-TP-01-NB-01D-WXS"	"0.88"	"2.1"	"0.250059006889593"
"386"	"1"	"GLSS-SF-0011-R1-01-NM-01D-WXS"	"0.72"	"2.3"	"0.249487006401105"
"387"	"1"	"GLSS-HF-3050-TP-01-NB-01D-WXS"	"0.62"	"2.3"	"0.248946394810566"
"388"	"1"	"GLSS-HF-2869-R3-01-NB-01D-WXS"	"0.82"	"4.3"	"0.248836287706146"
"389"	"1"	"GLSS-19-0266-R1-02-NB-02D-WXS"	"0.27"	"2.2"	"0.24862386108649"
"390"	"1"	"GLSS-SM-R068-TP-01-NB-01D-WXS"	"0.8"	"2.4"	"0.248298482356707"
"391"	"1"	"TCGA-TQ-A7RK-TP-11-NB-01D-WXS"	"0.69"	"2.1"	"0.248247134985798"
"392"	"1"	"GLSS-MD-0003-R2-01-NB-01D-WGS"	"0.18"	"2.5"	"0.24809634568075"
"393"	"1"	"GLSS-MD-0112-R1-01-NB-01D-WXS"	"0.44"	"2.1"	"0.247299494438935"
"394"	"1"	"GLSS-MD-0004-R2-01-NB-01D-WGS"	"0.14"	"3"	"0.247135284898696"
"395"	"1"	"GLSS-SF-0027-R1-02-NB-01D-WXS"	"0.81"	"2.2"	"0.245757662488119"
"396"	"1"	"GLSS-SF-0163-R1-01-NB-01D-WXS"	"0.81"	"2.2"	"0.244762282059189"
"397"	"1"	"GLSS-MD-0014-R1-01-NB-01D-WGS"	"0.43"	"2.8"	"0.243901165974905"
"398"	"1"	"GLSS-MD-0091-R1-01-NB-01D-WXS"	"0.56"	"3.9"	"0.240472275500311"
"399"	"1"	"GLSS-MD-0011-TP-01-NB-01D-WGS"	"0.25"	"2.3"	"0.240379155137299"
"400"	"1"	"GLSS-MG-0008-M1-01-NM-01D-WXS"	"0.55"	"4.3"	"0.240241485261641"
"401"	"1"	"GLSS-MD-0112-R1-01-NB-01D-WGS"	"0.26"	"2.6"	"0.239498684169028"
"402"	"1"	"GLSS-SF-0024-R1-01-NB-01D-WXS"	"0.16"	"2.2"	"0.238691437751047"
"403"	"1"	"GLSS-SM-R058-TP-01-NB-01D-WXS"	"0.7"	"4.6"	"0.237407652600601"
"404"	"1"	"GLSS-CU-R008-R1-01-NB-01D-WXS"	"0.62"	"2.3"	"0.236155751554681"
"405"	"1"	"GLSS-MD-0016-TP-01-NB-01D-WGS"	"0.17"	"2.3"	"0.235967702820448"
"406"	"1"	"GLSS-DK-0009-R1-01-NB-01D-WXS"	"0.39"	"3.9"	"0.235407310055299"
"407"	"1"	"GLSS-SF-0131-TP-01-NB-01D-WXS"	"0.23"	"2"	"0.235311525055749"
"408"	"1"	"TCGA-06-0221-R1-02-NB-01D-WXS"	"0.9"	"7"	"0.234591400297558"
"409"	"1"	"TCGA-FG-5965-R2-11-NB-01D-WXS"	"0.36"	"4.1"	"0.234351661369355"
"410"	"1"	"GLSS-SF-0017-R4-01-NB-01D-WXS"	"0.8"	"5.1"	"0.230987277687089"
"411"	"1"	"GLSS-SF-0018-TP-02-NB-01D-WXS"	"0.41"	"3.9"	"0.230882644404237"
"412"	"1"	"GLSS-19-0269-R1-01-NB-01D-WXS"	"0.73"	"3.4"	"0.230819221261501"
"413"	"1"	"GLSS-MD-0088-R1-01-NB-01D-WXS"	"0.57"	"2"	"0.230417436390985"
"414"	"1"	"TCGA-14-1034-R1-01-NB-01D-WXS"	"0.95"	"2"	"0.229434202636008"
"415"	"1"	"GLSS-HF-2998-TP-01-NB-01D-WXS"	"0.22"	"2.1"	"0.228645058817418"
"416"	"1"	"TCGA-06-0211-R1-02-NB-01D-WXS"	"0.74"	"2.9"	"0.228585185326531"
"417"	"1"	"TCGA-DU-6407-TP-13-NB-01D-WXS"	"0.68"	"4.3"	"0.225737732756535"
"418"	"1"	"GLSS-MD-0021-R1-01-NB-01D-WGS"	"0.85"	"2"	"0.224810374391807"
"419"	"1"	"GLSS-MD-0114-R1-01-NB-01D-WXS"	"0.84"	"2.1"	"0.224531018065058"
"420"	"1"	"GLSS-MD-0041-TP-01-NB-01D-WGS"	"0.8"	"2.1"	"0.224070112986959"
"421"	"1"	"GLSS-SF-0004-TP-01-NM-01D-WXS"	"0.7"	"2"	"0.223908915838094"
"422"	"1"	"GLSS-SM-R057-R2-01-NB-01D-WXS"	"0.58"	"2.5"	"0.222838561892584"
"423"	"1"	"GLSS-MG-0007-TP-01-NB-01D-WXS"	"0.28"	"1.7"	"0.221669734375004"
"424"	"1"	"GLSS-MD-0126-R1-01-NB-01D-WXS"	"0.5"	"2.2"	"0.22105899466403"
"425"	"1"	"GLSS-MD-0010-R2-01-NB-01D-WGS"	"0.21"	"2.3"	"0.221018557848394"
"426"	"1"	"TCGA-FG-5965-TP-11-NB-01D-WGS"	"0.7"	"2.1"	"0.220391531732869"
"427"	"1"	"GLSS-MD-0086-R1-01-NB-01D-WXS"	"0.71"	"4.2"	"0.220317193155483"
"428"	"1"	"GLSS-MD-0008-R1-01-NB-01D-WGS"	"0.17"	"2.2"	"0.217353392343564"
"429"	"1"	"GLSS-SM-R058-R1-01-NB-01D-WXS"	"0.14"	"2.4"	"0.216990249749501"
"430"	"1"	"GLSS-AT-GP01-TP-03-NB-01D-WXS"	"0.71"	"2"	"0.216814285421238"
"431"	"1"	"TCGA-TQ-A7RK-TP-11-NB-01D-WGS"	"0.71"	"2.1"	"0.215796104176418"
"432"	"1"	"GLSS-MG-0011-TP-01-NM-01D-WXS"	"0.72"	"2.2"	"0.21569548786724"
"433"	"1"	"GLSS-SM-R107-TP-01-NB-01D-WXS"	"0.21"	"2.7"	"0.215667843262819"
"434"	"1"	"TCGA-TQ-A7RV-R1-11-NB-01D-WXS"	"0.35"	"2.2"	"0.212984753508022"
"435"	"1"	"GLSS-MD-0112-TP-01-NB-01D-WGS"	"0.23"	"4.5"	"0.212979122241184"
"436"	"1"	"GLSS-MD-0112-TP-01-NB-01D-WXS"	"0.67"	"2.5"	"0.212108463762665"
"437"	"1"	"GLSS-MD-0049-TP-01-NB-01D-WGS"	"0.26"	"2.5"	"0.21124782775445"
"438"	"1"	"GLSS-LU-00C7-TP-01-NB-01D-WXS"	"0.88"	"3.9"	"0.2111649650419"
"439"	"1"	"GLSS-SF-0006-R1-01-NM-01D-WXS"	"0.31"	"2"	"0.210728504623859"
"440"	"1"	"GLSS-CU-R012-TP-01-NB-01D-WXS"	"0.31"	"6.1"	"0.210662738074029"
"441"	"1"	"GLSS-MD-0035-R1-01-NB-01D-WGS"	"0.7"	"2.1"	"0.209680753121356"
"442"	"1"	"GLSS-MD-0087-R1-01-NB-01D-WXS"	"0.34"	"2"	"0.208527168041666"
"443"	"1"	"GLSS-SM-R096-R1-01-NB-01D-WXS"	"0.29"	"2.1"	"0.207649222161475"
"444"	"1"	"GLSS-MD-0089-R1-01-NB-01D-WXS"	"0.79"	"3.8"	"0.206934137349121"
"445"	"1"	"GLSS-SM-R095-R1-01-NB-01D-WXS"	"0.19"	"2.2"	"0.206217833680754"
"446"	"1"	"GLSS-CU-R004-TP-01-NB-01D-WXS"	"0.33"	"2"	"0.203115477964267"
"447"	"1"	"TCGA-14-1402-TP-02-NB-01D-WXS"	"0.34"	"2.2"	"0.202975729483006"
"448"	"1"	"TCGA-06-0171-TP-02-NB-01D-WGS"	"0.64"	"2.1"	"0.200879587786063"
"449"	"1"	"GLSS-MD-0091-TP-01-NB-01D-WXS"	"0.66"	"2.1"	"0.200813516026754"
"450"	"1"	"TCGA-06-0210-R1-01-NB-01D-WXS"	"0.58"	"4.3"	"0.199078625278316"
"451"	"1"	"GLSS-SM-R056-R3-01-NB-01D-WXS"	"0.48"	"2.3"	"0.198481038388661"
"452"	"1"	"GLSS-SF-0027-TP-02-NB-01D-WXS"	"0.82"	"2.2"	"0.197346906151758"
"453"	"1"	"GLSS-MD-0047-R1-01-NB-01D-WGS"	"0.76"	"1.9"	"0.197244811205818"
"454"	"1"	"GLSS-MD-0090-TP-01-NB-01D-WXS"	"0.79"	"2"	"0.195205615370926"
"455"	"1"	"GLSS-LU-00B9-R1-01-NB-01D-WXS"	"0.42"	"2.3"	"0.194402476646784"
"456"	"1"	"GLSS-SF-0017-TP-03-NB-01D-WXS"	"0.88"	"2"	"0.191467848920087"
"457"	"1"	"GLSS-MD-0087-TP-01-NB-01D-WXS"	"0.79"	"1.9"	"0.190654273291462"
"458"	"1"	"GLSS-SF-0161-TP-01-NB-01D-WXS"	"0.25"	"2.1"	"0.188123526585018"
"459"	"1"	"GLSS-19-0280-R1-01-NB-01D-WXS"	"0.7"	"2.9"	"0.187663436942315"
"460"	"1"	"GLSS-SF-0161-R1-01-NB-01D-WXS"	"0.29"	"2.2"	"0.186923985575527"
"461"	"1"	"GLSS-SF-0029-R1-01-NB-01D-WXS"	"0.33"	"2.2"	"0.186329897876147"
"462"	"1"	"GLSS-SF-0017-TP-01-NB-01D-WXS"	"0.87"	"2.2"	"0.185379969262893"
"463"	"1"	"GLSS-SU-0004-R1-01-NB-01D-WXS"	"0.78"	"5.9"	"0.185039637292338"
"464"	"1"	"GLSS-SF-0013-TP-01-NM-01D-WXS"	"0.34"	"2"	"0.184464296605373"
"465"	"1"	"GLSS-HK-0001-TP-01-NB-01D-WXS"	"0.53"	"6.7"	"0.183274598670798"
"466"	"1"	"GLSS-MD-0089-TP-01-NB-01D-WXS"	"0.38"	"2.4"	"0.182776904617591"
"467"	"1"	"TCGA-DU-6404-TP-11-NB-01D-WXS"	"0.8"	"2.1"	"0.182040460296399"
"468"	"1"	"TCGA-TQ-A7RK-R2-11-NB-01D-WGS"	"0.79"	"2.1"	"0.181369053343513"
"469"	"1"	"TCGA-19-1389-TP-01-NB-01D-WXS"	"0.51"	"2.7"	"0.181353129931107"
"470"	"1"	"GLSS-SM-R067-TP-01-NB-01D-WXS"	"0.29"	"2.1"	"0.181199112280816"
"471"	"1"	"GLSS-MD-0096-R1-01-NB-01D-WXS"	"0.26"	"5.4"	"0.181154648567445"
"472"	"1"	"GLSS-MD-0009-TP-01-NB-01D-WGS"	"0.15"	"2.6"	"0.181149250039394"
"473"	"1"	"GLSS-DK-0009-TP-01-NB-01D-WXS"	"0.75"	"5.4"	"0.180614766634623"
"474"	"1"	"GLSS-SF-0163-TP-01-NB-01D-WXS"	"0.71"	"2.1"	"0.178915083964227"
"475"	"1"	"GLSS-SF-0159-TP-01-NB-01D-WXS"	"0.28"	"2.3"	"0.17713350257738"
"476"	"1"	"GLSS-AT-00P4-TP-01-NB-01D-WXS"	"0.46"	"1.8"	"0.176740884979889"
"477"	"1"	"GLSS-HF-3016-TP-04-NB-28D-WGS"	"0.86"	"5.9"	"0.176470553960942"
"478"	"1"	"GLSS-DK-0008-R1-01-NB-01D-WXS"	"0.69"	"5.6"	"0.176124591328593"
"479"	"1"	"GLSS-LU-00C2-TP-01-NB-01D-WXS"	"0.66"	"4.8"	"0.175718180385677"
